"movie_id"	"title"	"user_rating"	"metascore"	"MPAA_rating"	"nudity"	"violence"	"profanity"	"alcohol"	"frightening"
"tt1981128"	"Geostorm"	53	21	"Rated PG-13 for destruction, action and violence"	"Mild"	"Mild"	"Mild"	"None"	"Moderate"
"tt1987680"	"The Upside"	69	46	"Rated PG-13 for suggestive content and drug use"	"Mild"	"None"	"Mild"	"Mild"	"Mild"
"tt1999890"	"Hell Fest"	55	26	"Rated R for horror violence, and language including some sexual references"	"Mild"	"Severe"	"Moderate"	"Mild"	"Moderate"
"tt2039338"	"Flatliners"	52	27	"Rated PG - 13 for violence and terror, sexual  content, language, thematic material, and some drug  "	"Moderate"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt2062700"	"Song to Song"	57	54	"Rated R for some sexuality, nudity, drug use and language"	"Moderate"	"Mild"	"Mild"	"Moderate"	"None"
"tt2066051"	"Rocketman"	74	69	"Rated R for language throughout, some drug use and sexual content"	"Moderate"	"Mild"	"Moderate"	"Severe"	"Moderate"
"tt2072233"	"Sleepless"	56	34	"Rated R for strong violence and language throughout"	"Mild"	"Severe"	"Severe"	"Moderate"	"Moderate"
"tt2091256"	"Captain Underpants: The First Epic Movie"	62	69	"Rated PG for mild rude humor throughout"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt2119543"	"The House with a Clock in Its Walls"	60	57	"Rated PG for thematic elements including sorcery, some action, scary images, rude humor and language"	"None"	"Mild"	"Mild"	"None"	"Moderate"
"tt2126357"	"Second Act"	58	46	"Rated PG-13 for some crude sexual references, and language"	"Mild"	"None"	"Moderate"	"Mild"	"None"
"tt2139881"	"Long Shot"	69	67	"Rated R for strong sexual content, language throughout and some drug use"	"Moderate"	"Mild"	"Severe"	"Moderate"	"Mild"
"tt2226597"	"The Mountain Between Us"	64	48	"Rated PG-13 for a scene of sexuality, peril, injury images, and brief strong language"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt2231461"	"Rampage"	61	45	"Rated PG-13 for sequences of violence, action and destruction, brief language, and crude gestures."	"None"	"Moderate"	"Moderate"	"None"	"Moderate"
"tt2239822"	"Valerian and the City of a Thousand Planets"	65	51	"Rated PG-13 for sci-fi violence and action, suggestive material and brief language"	"Mild"	"Mild"	"Mild"	"None"	"None"
"tt2250912"	"Spider-Man: Homecoming"	74	73	"Rated PG-13 for sci-fi action violence, some language and brief suggestive comments"	"Mild"	"Mild"	"Moderate"	"None"	"Mild"
"tt2274648"	"Hellboy"	52	31	"Rated R for strong bloody violence and gore throughout, and language"	"Mild"	"Severe"	"Moderate"	"Moderate"	"Severe"
"tt2283336"	"Men in Black: International"	56	38	"Rated PG-13 for sci-fi action, some language and suggestive material."	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt2283362"	"Jumanji: Welcome to the Jungle"	69	58	"Rated PG-13 for adventure action, suggestive content and some language"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt2291540"	"My Friend Dahmer"	62	68	"R for disturbing images, language, teen drug use, drinking and sexual content, and for brief nudity"	"Moderate"	"Moderate"	"Mild"	"Moderate"	"Moderate"
"tt2296777"	"Sherlock Gnomes"	51	36	"Rated PG for some rude and suggestive humor."	"None"	"Moderate"	"Mild"	"Mild"	"Mild"
"tt2316204"	"Alien: Covenant"	64	65	"Rated R for sci-fi violence, bloody images, language and some sexuality/nudity"	"Moderate"	"Severe"	"Severe"	"Mild"	"Severe"
"tt2328900"	"Mary Queen of Scots"	63	60	"Rated R for some violence and sexuality"	"Moderate"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2334871"	"Snatched"	45	45	"Rated R for crude sexual content, brief nudity, and language throughout"	"Moderate"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt2345759"	"The Mummy"	54	34	"Rated PG-13 for violence, action and scary images, and for some suggestive content and partial nudit"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2365580"	"Where'd You Go, Bernadette"	65	51	"Rated PG-13 for some strong language and drug material"	"Mild"	"Mild"	"Moderate"	"Moderate"	"Mild"
"tt2368254"	"A Private War"	67	75	"Rated R for disturbing violent images, language throughout, and brief sexuality/nudity"	"Moderate"	"Moderate"	"Moderate"	"Moderate"	"Moderate"
"tt2378507"	"The Glass Castle"	71	56	"Rated PG-13 for mature thematic content involving family dysfunction, and for some language and smok"	"Mild"	"Mild"	"Moderate"	"Moderate"	"Moderate"
"tt2380307"	"Coco"	84	81	"Rated PG for thematic elements"	"None"	"Mild"	"None"	"Mild"	"Mild"
"tt2386490"	"How to Train Your Dragon: The Hidden World"	75	71	"Rated PG for adventure action and some mild rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt2398241"	"Smurfs: The Lost Village"	60	40	"Rated PG for some mild action and rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt2406566"	"Atomic Blonde"	67	63	"Rated R for sequences of strong violence, language throughout, and some sexuality/nudity"	"Moderate"	"Severe"	"Moderate"	"Moderate"	"Moderate"
"tt2452244"	"Isn't It Romantic"	59	60	"Rated PG-13 for language, some sexual material, and a brief drug reference"	"Mild"	"Mild"	"Mild"	"Mild"	"None"
"tt2482856"	"The Church"	28	-1	"Rated PG - 13 for some violent content and  thematic material"	"None"	"None"	"None"	"None"	"None"
"tt2527336"	"Star Wars: Episode VIII - The Last Jedi"	71	85	"Rated PG-13 for sequences of sci-fi action and violence."	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2531344"	"Blockers"	62	69	"Rated R for crude and sexual content, and language throughout, drug content, teen partying, and some"	"Severe"	"Mild"	"Severe"	"Moderate"	"None"
"tt2543472"	"Wonder"	80	66	"Rated PG for thematic elements including bullying, and some mild language"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt2557478"	"Pacific Rim: Uprising"	56	44	"rated PG-13 for sequences of sci-fi violence and action, and some language"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2568862"	"Going in Style"	66	50	"Rated PG-13 for drug content, language and some suggestive material"	"Mild"	"Mild"	"Moderate"	"Mild"	"Mild"
"tt2584384"	"Jojo Rabbit"	81	58	"Rated PG-13 for mature thematic content, some disturbing images, violence, and language"	"None"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt2639336"	"Greta"	60	54	"Rated R for some violence and disturbing images"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2690226"	"The Chaperone"	65	48	"None"	"Mild"	"None"	"None"	"Mild"	"None"
"tt2704998"	"Game Night"	69	66	"Rated R for language, sexual references and some violence"	"Mild"	"Moderate"	"Severe"	"Mild"	"Mild"
"tt2709692"	"Dr. Seuss' The Grinch"	63	51	"Rated PG for brief rude humor"	"None"	"None"	"None"	"None"	"None"
"tt2771200"	"Beauty and the Beast"	72	65	"Rated PG for some action violence, peril and frightening images"	"None"	"Mild"	"None"	"Mild"	"Mild"
"tt2776878"	"Thank You for Your Service"	65	68	"Rated R for strong violent content, language throughout, some sexuality, drug material and brief nud"	"Moderate"	"Severe"	"Severe"	"Mild"	"Severe"
"tt2798920"	"Annihilation"	69	79	"Rated R for violence, bloody images, language and some sexuality"	"Moderate"	"Severe"	"Moderate"	"Mild"	"Severe"
"tt2837574"	"The Old Man & the Gun"	67	80	"Rated PG-13 for brief strong language"	"None"	"Mild"	"Mild"	"Mild"	"None"
"tt2854926"	"Tag"	65	56	"Rated R for language throughout, crude sexual content, drug use and brief nudity"	"Moderate"	"Mild"	"Severe"	"Moderate"	"None"
"tt2872518"	"The Shack"	63	32	"Rated PG-13 for thematic material including some violence"	"None"	"Mild"	"None"	"Mild"	"Moderate"
"tt2873282"	"Red Sparrow"	66	53	"Rated R for strong violence, torture, sexual content, language and some graphic nudity"	"Severe"	"Severe"	"Severe"	"Moderate"	"Severe"
"tt2924392"	"Higher Power"	54	-1	"Rated R for violence and language"	"None"	"Severe"	"Severe"	"Mild"	"Moderate"
"tt2932536"	"47 Meters Down"	56	52	"Rated PG-13 for sequences of intense peril, bloody images, and brief strong language"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt2935510"	"Ad Astra"	68	80	"Rated PG-13 for some violence and bloody images, and for brief strong languag"	"None"	"Moderate"	"Mild"	"None"	"Moderate"
"tt3014284"	"The Lego Ninjago Movie"	60	55	"Rated PG for some mild action and rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt3104988"	"Crazy Rich Asians"	69	74	"rated PG-13 for some suggestive content and language"	"Mild"	"None"	"Mild"	"Mild"	"None"
"tt3201736"	"Run the Race"	59	35	"Rated PG for thematic content and some teen partying."	"None"	"Moderate"	"Mild"	"Moderate"	"Mild"
"tt3203528"	"Bad Samaritan"	64	42	"Rated R for violence, language throughout, some drug use and brief nudity"	"Mild"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt3203620"	"The Dinner"	45	57	"Rated R for disturbing violent content, and language throughout."	"None"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt3262342"	"Loving Vincent"	78	62	"Rated PG-13 for mature thematic elements, some violence, sexual material and smoking"	"Mild"	"Mild"	"Mild"	"Moderate"	"Mild"
"tt3289724"	"Welcome to Marwen"	61	40	"Rated PG-13 for sequences of fantasy violence, some disturbing images, brief suggestive content, the"	"Mild"	"Moderate"	"Mild"	"Mild"	"Mild"
"tt3294746"	"The Public"	65	47	"Rated PG-13 for thematic material, nudity, language, and some suggestive content"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt3315342"	"Logan"	81	77	"Rated R for strong brutal violence and language throughout, and for brief nudity"	"Mild"	"Severe"	"Severe"	"Moderate"	"Severe"
"tt3348730"	"Jigsaw"	58	39	"Rated R for sequences of grisly bloody violence and torture, and for language"	"Mild"	"Severe"	"Severe"	"Mild"	"Severe"
"tt3361792"	"Tolkien"	68	48	"Rated PG-13 for some sequences of war violence"	"None"	"Moderate"	"None"	"Moderate"	"Moderate"
"tt3371366"	"Transformers: The Last Knight"	52	27	"Rated PG-13 for violence and intense sequences of sci-fi action, language, and some innuendo"	"Mild"	"Moderate"	"Moderate"	"Mild"	"Moderate"
"tt3385524"	"Stan & Ollie"	72	75	"Rated PG for some language, and for smoking"	"None"	"None"	"Mild"	"Mild"	"None"
"tt3387520"	"Scary Stories to Tell in the Dark"	62	61	"Rated PG-13 for terror/violence, disturbing images, thematic elements, language including racial epi"	"None"	"Moderate"	"Mild"	"None"	"Severe"
"tt3401882"	"Fist Fight"	56	37	"Rated R for language throughout, sexual content/nudity and drug material"	"Moderate"	"Moderate"	"Severe"	"Moderate"	"None"
"tt3402236"	"Murder on the Orient Express"	65	52	"Rated PG-13 for violence and thematic elements"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt3411444"	"Ferdinand"	67	58	"Rated PG for rude humor, action and some thematic elements"	"None"	"Mild"	"None"	"None"	"Mild"
"tt3450958"	"War for the Planet of the Apes"	74	82	"Rated PG-13 for sequences of sci-fi violence and action, thematic elements, and some disturbing imag"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt3462710"	"Unforgettable"	51	45	"Rated R for sexual content, violence, some language, and brief partial nudity"	"Moderate"	"Moderate"	"Moderate"	"Mild"	"Mild"
"tt3469046"	"Despicable Me 3"	63	49	"Rated PG for action and rude humor"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
"tt3501632"	"Thor: Ragnarok"	79	74	"Rated PG-13 for intense sequences of sci-fi violence and action, and brief suggestive material"	"Mild"	"Moderate"	"Mild"	"Mild"	"Mild"
"tt3513498"	"The Lego Movie 2: The Second Part"	67	65	"Rated PG for mild action and rude humor"	"None"	"Mild"	"None"	"None"	"Mild"
"tt3521126"	"The Disaster Artist"	74	76	"Rated R for language throughout and some sexuality/nudity"	"Moderate"	"None"	"Severe"	"None"	"None"
"tt3532216"	"American Made"	71	65	"Rated R for language throughout and some sexuality/nudity"	"Mild"	"Mild"	"Severe"	"Moderate"	"Mild"
"tt3564472"	"Girls Trip"	62	71	"Rated R for crude and sexual content throughout, pervasive language, brief graphic nudity, and drug "	"Moderate"	"Mild"	"Severe"	"Moderate"	"None"
"tt3606752"	"Cars 3"	67	59	"None"	"None"	"Mild"	"None"	"None"	"Mild"
"tt3606756"	"Incredibles 2"	77	80	"Rated PG for action sequences and some brief mild language"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt3717490"	"Power Rangers"	59	44	"Rated PG-13 for sequences of sci-fi violence, action and destruction, language, and for some crude h"	"Mild"	"Moderate"	"Mild"	"Mild"	"Mild"
"tt3721964"	"Gringo"	61	46	"rated R for language throughout, violence and sexual content"	"Mild"	"Severe"	"Severe"	"Severe"	"Moderate"
"tt3722234"	"Gosnell: The Trial of America's Biggest Serial Killer"	67	-1	"Rated PG-13 for mature thematic content including disturbing images and descriptions"	"None"	"Mild"	"Mild"	"Mild"	"Moderate"
"tt3731562"	"Kong: Skull Island"	66	62	"Rated PG-13 for intense sequences of sci-fi violence and action, and for brief strong language."	"None"	"Moderate"	"Mild"	"None"	"Moderate"
"tt3741700"	"Godzilla: King of the Monsters"	61	48	"Rated PG-13 for sequences of monster action violence and destruction, and for some language"	"None"	"Moderate"	"Moderate"	"None"	"Moderate"
"tt3750872"	"The Wife"	72	77	"Rated R for language and some sexual content"	"Mild"	"None"	"Moderate"	"Mild"	"Mild"
"tt3766354"	"The Equalizer 2"	67	50	"Rated R for brutal violence throughout, language, and some drug content"	"None"	"Severe"	"Moderate"	"Moderate"	"Severe"
"tt3778644"	"Solo: A Star Wars Story"	69	62	"Rated PG-13 for sequences of sci-fi action/violence"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt3829266"	"The Predator"	54	48	"Rated R for strong bloody violence, language throughout, and crude sexual references"	"Mild"	"Severe"	"Severe"	"Mild"	"Moderate"
"tt3829920"	"Only The Brave"	77	72	"Rated PG-13 for thematic content, some sexual references, language and drug material"	"Mild"	"Mild"	"Moderate"	"Mild"	"Moderate"
"tt3861390"	"Dumbo"	63	51	"Rated PG for peril/action, some thematic elements, and brief mild language"	"None"	"Mild"	"None"	"None"	"Mild"
"tt3874544"	"The Boss Baby"	63	50	"Rated PG for some mild rude humor"	"Mild"	"Mild"	"Mild"	"Mild"	"Mild"
"tt3881784"	"Stronger"	69	76	"Rated R for language throughout, some graphic injury images, and brief sexuality/nudity"	"Moderate"	"Moderate"	"Severe"	"Moderate"	"Moderate"
"tt3890160"	"Baby Driver"	76	86	"Rated R for violence and language throughout"	"None"	"Moderate"	"Severe"	"Mild"	"Moderate"
"tt3892172"	"Leave No Trace"	72	88	"Rated PG for thematic material throughout"	"None"	"Mild"	"None"	"Mild"	"Mild"
"tt3896198"	"Guardians of the Galaxy Vol. 2"	76	67	"Rated PG-13 for sequences of sci-fi action and violence, language, and brief suggestive content"	"Mild"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt3920820"	"Brian Banks"	67	58	"Rated PG-13 for thematic content and related images, and for language"	"None"	"None"	"None"	"None"	"None"
"tt3922818"	"The Space Between Us"	64	33	"Rated PG-13 for brief sensuality and language"	"Mild"	"None"	"Mild"	"None"	"Mild"
"tt4030600"	"The Bye Bye Man"	43	37	"Rated PG-13 for terror, horror violence, bloody images, sexual content, thematic elements, partial n"	"Mild"	"Moderate"	"Moderate"	"None"	"Moderate"
"tt4068576"	"The Nightingale"	72	77	"Rated R for strong violent and disturbing content including rape, language throughout, and brief sex"	"Severe"	"Severe"	"Severe"	"Mild"	"Severe"
"tt4073790"	"The Darkest Minds"	57	39	"Rated PG - 13 for violence including disturbing images, and thematic elements"	"Mild"	"Moderate"	"Mild"	"None"	"Moderate"
"tt4103724"	"Forever My Girl"	67	36	"Rated PG for thematic elements including drinking, and for language"	"Mild"	"None"	"None"	"Mild"	"None"
"tt4116284"	"The Lego Batman Movie"	73	75	"Rated PG for rude humor and some action"	"None"	"Mild"	"Mild"	"None"	"Mild"
"tt4123430"	"Fantastic Beasts: The Crimes of Grindelwald"	66	52	"Rated PG-13 for some sequences of fantasy action"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt4126476"	"After"	54	30	"Rated PG-13 for sexual content and some college partying"	"Moderate"	"Mild"	"Mild"	"Moderate"	"Mild"
"tt4131800"	"My Little Pony: The Movie"	61	39	"Rated PG for mild action"	"None"	"Mild"	"None"	"None"	"Mild"
"tt4154664"	"Captain Marvel"	69	64	"Rated PG-13 for sequences of sci-fi violence and action, and brief suggestive language"	"None"	"Mild"	"Mild"	"Mild"	"Mild"
"tt4154756"	"Avengers: Infinity War"	85	68	"Rated PG-13 for intense sequences of sci-fi violence and action throughout, language and some crude "	"None"	"Moderate"	"Mild"	"None"	"Moderate"
"tt4154796"	"Avengers: Endgame"	85	78	"Rated PG-13 for sequences of sci-fi violence and action, and some language"	"None"	"Moderate"	"Mild"	"Mild"	"Moderate"
"tt4154916"	"Replicas"	55	19	"Rated PG-13 for thematic material, violence, disturbing images, some nudity and sexual references"	"Mild"	"Mild"	"Mild"	"None"	"Mild"
